battery,exec_timestamp,planning_timestamp,task,scheduler,device,day,exec_date,plan_date,step,delay,outlier
88,1585566533465,1585566472944,dummy,advanced,A1,1,2020-03-30T11:08:53Z,2020-03-30T11:07:52Z,45,0.5209999084472656,no
88,1585566594598,1585566533425,dummy,advanced,A1,1,2020-03-30T11:09:54Z,2020-03-30T11:08:53Z,46,1.1730000972747803,no
88,1585566655592,1585566594562,dummy,advanced,A1,1,2020-03-30T11:10:55Z,2020-03-30T11:09:54Z,47,1.0299999713897705,no
88,1585566716036,1585566655558,dummy,advanced,A1,1,2020-03-30T11:11:56Z,2020-03-30T11:10:55Z,48,0.4779999256134033,no
88,1585566777075,1585566715985,dummy,advanced,A1,1,2020-03-30T11:12:57Z,2020-03-30T11:11:55Z,49,1.0900001525878906,no
88,1585566837731,1585566777030,dummy,advanced,A1,1,2020-03-30T11:13:57Z,2020-03-30T11:12:57Z,50,0.7009999752044678,no
88,1585566898859,1585566837685,dummy,advanced,A1,1,2020-03-30T11:14:58Z,2020-03-30T11:13:57Z,51,1.1740000247955322,no
88,1585566959964,1585566898818,dummy,advanced,A1,1,2020-03-30T11:15:59Z,2020-03-30T11:14:58Z,52,1.1459999084472656,no
88,1585567020000,1585566959917,dummy,advanced,A1,1,2020-03-30T11:17:00Z,2020-03-30T11:15:59Z,53,0.08299994468688965,no
88,1585567080114,1585567019943,dummy,advanced,A1,1,2020-03-30T11:18:00Z,2020-03-30T11:16:59Z,54,0.17100000381469727,no
88,1585567141070,1585567080073,dummy,advanced,A1,1,2020-03-30T11:19:01Z,2020-03-30T11:18:00Z,55,0.996999979019165,no
88,1585567201086,1585567141030,dummy,advanced,A1,1,2020-03-30T11:20:01Z,2020-03-30T11:19:01Z,56,0.0559999942779541,no
88,1585567261130,1585567201054,dummy,advanced,A1,1,2020-03-30T11:21:01Z,2020-03-30T11:20:01Z,57,0.076000213623046875,no
87,1585567321165,1585567261096,dummy,advanced,A1,1,2020-03-30T11:22:01Z,2020-03-30T11:21:01Z,58,0.0690000057220459,no
87,1585567381181,1585567321120,dummy,advanced,A1,1,2020-03-30T11:23:01Z,2020-03-30T11:22:01Z,59,0.06100010871887207,no
87,1585567441305,1585567381151,dummy,advanced,A1,1,2020-03-30T11:24:01Z,2020-03-30T11:23:01Z,60,0.15400004386901855,no
86,1585567501262,1585567441199,dummy,advanced,A1,1,2020-03-30T11:25:01Z,2020-03-30T11:24:01Z,61,0.06300020217895508,no
86,1585567561337,1585567501217,dummy,advanced,A1,1,2020-03-30T11:26:01Z,2020-03-30T11:25:01Z,62,0.11999988555908203,no
85,1585567621352,1585567561297,dummy,advanced,A1,1,2020-03-30T11:27:01Z,2020-03-30T11:26:01Z,63,0.05500006675720215,no
85,1585567681394,1585567621315,dummy,advanced,A1,1,2020-03-30T11:28:01Z,2020-03-30T11:27:01Z,64,0.07899999618530273,no
85,1585567741439,1585567681358,dummy,advanced,A1,1,2020-03-30T11:29:01Z,2020-03-30T11:28:01Z,65,0.08099985122680664,no
84,1585567801585,1585567741396,dummy,advanced,A1,1,2020-03-30T11:30:01Z,2020-03-30T11:29:01Z,66,0.18900012969970703,no
84,1585567866158,1585567760384,dummy,advanced,A1,1,2020-03-30T11:31:06Z,2020-03-30T11:29:20Z,67,45.7739999294281,yes
84,1585567926026,1585567865941,dummy,advanced,A1,1,2020-03-30T11:32:06Z,2020-03-30T11:31:05Z,68,0.08500003814697266,no
84,1585567986298,1585567925962,dummy,advanced,A1,1,2020-03-30T11:33:06Z,2020-03-30T11:32:05Z,69,0.3360002040863037,no
83,1585568046294,1585567986224,dummy,advanced,A1,1,2020-03-30T11:34:06Z,2020-03-30T11:33:06Z,70,0.06999993324279785,no
83,1585568106431,1585568046235,dummy,advanced,A1,1,2020-03-30T11:35:06Z,2020-03-30T11:34:06Z,71,0.1960000991821289,no
83,1585568166416,1585568106341,dummy,advanced,A1,1,2020-03-30T11:36:06Z,2020-03-30T11:35:06Z,72,0.07499980926513672,no
82,1585568226510,1585568166362,dummy,advanced,A1,1,2020-03-30T11:37:06Z,2020-03-30T11:36:06Z,73,0.14800000190734863,no
82,1585568286541,1585568226457,dummy,advanced,A1,1,2020-03-30T11:38:06Z,2020-03-30T11:37:06Z,74,0.0839998722076416,no
82,1585568347068,1585568286492,dummy,advanced,A1,1,2020-03-30T11:39:07Z,2020-03-30T11:38:06Z,75,0.5759999752044678,no
82,1585568407261,1585568347024,dummy,advanced,A1,1,2020-03-30T11:40:07Z,2020-03-30T11:39:07Z,76,0.2369999885559082,no
82,1585568467310,1585568407216,dummy,advanced,A1,1,2020-03-30T11:41:07Z,2020-03-30T11:40:07Z,77,0.09399986267089844,no
82,1585568527391,1585568467249,dummy,advanced,A1,1,2020-03-30T11:42:07Z,2020-03-30T11:41:07Z,78,0.1419999599456787,no
82,1585568587906,1585568527305,dummy,advanced,A1,1,2020-03-30T11:43:07Z,2020-03-30T11:42:07Z,79,0.6009998321533203,no
82,1585568647969,1585568587861,dummy,advanced,A1,1,2020-03-30T11:44:07Z,2020-03-30T11:43:07Z,80,0.10800004005432129,no
82,1585568708881,1585568647894,dummy,advanced,A1,1,2020-03-30T11:45:08Z,2020-03-30T11:44:07Z,81,0.9869999885559082,no
82,1585568769074,1585568708828,dummy,advanced,A1,1,2020-03-30T11:46:09Z,2020-03-30T11:45:08Z,82,0.24599981307983398,no
82,1585568829123,1585568769029,dummy,advanced,A1,1,2020-03-30T11:47:09Z,2020-03-30T11:46:09Z,83,0.09399986267089844,no
82,1585568889423,1585568829064,dummy,advanced,A1,1,2020-03-30T11:48:09Z,2020-03-30T11:47:09Z,84,0.35900020599365234,no
82,1585568950445,1585568889376,dummy,advanced,A1,1,2020-03-30T11:49:10Z,2020-03-30T11:48:09Z,85,1.069000005722046,no
82,1585569011559,1585568950402,dummy,advanced,A1,1,2020-03-30T11:50:11Z,2020-03-30T11:49:10Z,86,1.1570000648498535,no
82,1585569071721,1585569011502,dummy,advanced,A1,1,2020-03-30T11:51:11Z,2020-03-30T11:50:11Z,87,0.21899986267089844,no
82,1585569131769,1585569071674,dummy,advanced,A1,1,2020-03-30T11:52:11Z,2020-03-30T11:51:11Z,88,0.09500002861022949,no
82,1585569192651,1585569131703,dummy,advanced,A1,1,2020-03-30T11:53:12Z,2020-03-30T11:52:11Z,89,0.9479999542236328,no
82,1585569253173,1585569192606,dummy,advanced,A1,1,2020-03-30T11:54:13Z,2020-03-30T11:53:12Z,90,0.567000150680542,no
82,1585569313673,1585569253124,dummy,advanced,A1,1,2020-03-30T11:55:13Z,2020-03-30T11:54:13Z,91,0.5490000247955322,no
82,1585569374212,1585569313629,dummy,advanced,A1,1,2020-03-30T11:56:14Z,2020-03-30T11:55:13Z,92,0.5829999446868896,no
82,1585569435200,1585569374170,dummy,advanced,A1,1,2020-03-30T11:57:15Z,2020-03-30T11:56:14Z,93,1.0299999713897705,no
82,1585569495214,1585569435158,dummy,advanced,A1,1,2020-03-30T11:58:15Z,2020-03-30T11:57:15Z,94,0.0559999942779541,no
82,1585569556166,1585569495172,dummy,advanced,A1,1,2020-03-30T11:59:16Z,2020-03-30T11:58:15Z,95,0.9939999580383301,no
82,1585569616610,1585569556109,dummy,advanced,A1,1,2020-03-30T12:00:16Z,2020-03-30T11:59:16Z,96,0.500999927520752,no
82,1585569677541,1585569616558,dummy,advanced,A1,1,2020-03-30T12:01:17Z,2020-03-30T12:00:16Z,97,0.9829998016357422,no
82,1585569738589,1585569677503,dummy,advanced,A1,1,2020-03-30T12:02:18Z,2020-03-30T12:01:17Z,98,1.0859999656677246,no
82,1585569798874,1585569738549,dummy,advanced,A1,1,2020-03-30T12:03:18Z,2020-03-30T12:02:18Z,99,0.3250000476837158,no
82,1585569859351,1585569798837,dummy,advanced,A1,1,2020-03-30T12:04:19Z,2020-03-30T12:03:18Z,100,0.5140001773834229,no
82,1585569919811,1585569859318,dummy,advanced,A1,1,2020-03-30T12:05:19Z,2020-03-30T12:04:19Z,101,0.4930000305175781,no
82,1585569980692,1585569919767,dummy,advanced,A1,1,2020-03-30T12:06:20Z,2020-03-30T12:05:19Z,102,0.9249999523162842,no
82,1585570041804,1585569980651,dummy,advanced,A1,1,2020-03-30T12:07:21Z,2020-03-30T12:06:20Z,103,1.1529998779296875,no
82,1585570102318,1585570041755,dummy,advanced,A1,1,2020-03-30T12:08:22Z,2020-03-30T12:07:21Z,104,0.562999963760376,no
82,1585570162696,1585570102275,dummy,advanced,A1,1,2020-03-30T12:09:22Z,2020-03-30T12:08:22Z,105,0.42100000381469727,no
82,1585570223477,1585570162650,dummy,advanced,A1,1,2020-03-30T12:10:23Z,2020-03-30T12:09:22Z,106,0.8269999027252197,no
82,1585570284258,1585570223429,dummy,advanced,A1,1,2020-03-30T12:11:24Z,2020-03-30T12:10:23Z,107,0.8289999961853027,no
82,1585570345250,1585570284214,dummy,advanced,A1,1,2020-03-30T12:12:25Z,2020-03-30T12:11:24Z,108,1.0360000133514404,no
82,1585570405297,1585570345209,dummy,advanced,A1,1,2020-03-30T12:13:25Z,2020-03-30T12:12:25Z,109,0.08799982070922852,no
82,1585570465346,1585570405237,dummy,advanced,A1,1,2020-03-30T12:14:25Z,2020-03-30T12:13:25Z,110,0.10899996757507324,no
82,1585570525385,1585570465286,dummy,advanced,A1,1,2020-03-30T12:15:25Z,2020-03-30T12:14:25Z,111,0.0989999771118164,no
82,1585570585451,1585570525332,dummy,advanced,A1,1,2020-03-30T12:16:25Z,2020-03-30T12:15:25Z,112,0.11899995803833008,no
82,1585570645491,1585570585383,dummy,advanced,A1,1,2020-03-30T12:17:25Z,2020-03-30T12:16:25Z,113,0.10800004005432129,no
82,1585570705572,1585570645447,dummy,advanced,A1,1,2020-03-30T12:18:25Z,2020-03-30T12:17:25Z,114,0.125,no
82,1585570765745,1585570705489,dummy,advanced,A1,1,2020-03-30T12:19:25Z,2020-03-30T12:18:25Z,115,0.2559998035430908,no
82,1585570826786,1585570765701,dummy,advanced,A1,1,2020-03-30T12:20:26Z,2020-03-30T12:19:25Z,116,1.0850000381469727,no
82,1585570887909,1585570826745,dummy,advanced,A1,1,2020-03-30T12:21:27Z,2020-03-30T12:20:26Z,117,1.1640000343322754,no
82,1585570948038,1585570887849,dummy,advanced,A1,1,2020-03-30T12:22:28Z,2020-03-30T12:21:27Z,118,0.18900012969970703,no
82,1585571008594,1585570947994,dummy,advanced,A1,1,2020-03-30T12:23:28Z,2020-03-30T12:22:27Z,119,0.6000001430511475,no
82,1585571069638,1585571008555,dummy,advanced,A1,1,2020-03-30T12:24:29Z,2020-03-30T12:23:28Z,120,1.0829999446868896,no
82,1585571129779,1585571069580,dummy,advanced,A1,1,2020-03-30T12:25:29Z,2020-03-30T12:24:29Z,121,0.19900012016296387,no
82,1585571190224,1585571129739,dummy,advanced,A1,1,2020-03-30T12:26:30Z,2020-03-30T12:25:29Z,122,0.4849998950958252,no
82,1585571251236,1585571190186,dummy,advanced,A1,1,2020-03-30T12:27:31Z,2020-03-30T12:26:30Z,123,1.0499999523162842,no
82,1585571312332,1585571251196,dummy,advanced,A1,1,2020-03-30T12:28:32Z,2020-03-30T12:27:31Z,124,1.1359999179840088,no
82,1585571372386,1585571312291,dummy,advanced,A1,1,2020-03-30T12:29:32Z,2020-03-30T12:28:32Z,125,0.09500002861022949,no
82,1585571432820,1585571372315,dummy,advanced,A1,1,2020-03-30T12:30:32Z,2020-03-30T12:29:32Z,126,0.5049998760223389,no
82,1585571492967,1585571432782,dummy,advanced,A1,1,2020-03-30T12:31:32Z,2020-03-30T12:30:32Z,127,0.18499994277954102,no
82,1585571553118,1585571492927,dummy,advanced,A1,1,2020-03-30T12:32:33Z,2020-03-30T12:31:32Z,128,0.19099998474121094,no
82,1585571613492,1585571553078,dummy,advanced,A1,1,2020-03-30T12:33:33Z,2020-03-30T12:32:33Z,129,0.4140000343322754,no
82,1585571674419,1585571613445,dummy,advanced,A1,1,2020-03-30T12:34:34Z,2020-03-30T12:33:33Z,130,0.9739999771118164,no
82,1585571734604,1585571674373,dummy,advanced,A1,1,2020-03-30T12:35:34Z,2020-03-30T12:34:34Z,131,0.23100018501281738,no
82,1585571795023,1585571734557,dummy,advanced,A1,1,2020-03-30T12:36:35Z,2020-03-30T12:35:34Z,132,0.4660000801086426,no
82,1585571856071,1585571794983,dummy,advanced,A1,1,2020-03-30T12:37:36Z,2020-03-30T12:36:34Z,133,1.0880000591278076,no
82,1585571916924,1585571856034,dummy,advanced,A1,1,2020-03-30T12:38:36Z,2020-03-30T12:37:36Z,134,0.8900001049041748,no
82,1585571977543,1585571916891,dummy,advanced,A1,1,2020-03-30T12:39:37Z,2020-03-30T12:38:36Z,135,0.6519999504089355,no
82,1585572038427,1585571977505,dummy,advanced,A1,1,2020-03-30T12:40:38Z,2020-03-30T12:39:37Z,136,0.9219999313354492,no
82,1585572099021,1585572038380,dummy,advanced,A1,1,2020-03-30T12:41:39Z,2020-03-30T12:40:38Z,137,0.6409997940063477,no
82,1585572160098,1585572098981,dummy,advanced,A1,1,2020-03-30T12:42:40Z,2020-03-30T12:41:38Z,138,1.1170001029968262,no
82,1585572220456,1585572160057,dummy,advanced,A1,1,2020-03-30T12:43:40Z,2020-03-30T12:42:40Z,139,0.3990001678466797,no
82,1585572280751,1585572220415,dummy,advanced,A1,1,2020-03-30T12:44:40Z,2020-03-30T12:43:40Z,140,0.3359999656677246,no
82,1585572341025,1585572280714,dummy,advanced,A1,1,2020-03-30T12:45:41Z,2020-03-30T12:44:40Z,141,0.31100010871887207,no
82,1585572401198,1585572340995,dummy,advanced,A1,1,2020-03-30T12:46:41Z,2020-03-30T12:45:40Z,142,0.20300006866455078,no
82,1585572461987,1585572401161,dummy,advanced,A1,1,2020-03-30T12:47:41Z,2020-03-30T12:46:41Z,143,0.8259999752044678,no
82,1585572522519,1585572461950,dummy,advanced,A1,1,2020-03-30T12:48:42Z,2020-03-30T12:47:41Z,144,0.5690000057220459,no
82,1585572583539,1585572522472,dummy,advanced,A1,1,2020-03-30T12:49:43Z,2020-03-30T12:48:42Z,145,1.067000150680542,no
82,1585572644476,1585572583499,dummy,advanced,A1,1,2020-03-30T12:50:44Z,2020-03-30T12:49:43Z,146,0.9769999980926514,no
82,1585572705109,1585572644437,dummy,advanced,A1,1,2020-03-30T12:51:45Z,2020-03-30T12:50:44Z,147,0.6719999313354492,no
82,1585572766230,1585572705073,dummy,advanced,A1,1,2020-03-30T12:52:46Z,2020-03-30T12:51:45Z,148,1.1570000648498535,no
82,1585572826625,1585572766195,dummy,advanced,A1,1,2020-03-30T12:53:46Z,2020-03-30T12:52:46Z,149,0.43000006675720215,no
82,1585572887552,1585572826584,dummy,advanced,A1,1,2020-03-30T12:54:47Z,2020-03-30T12:53:46Z,150,0.9679999351501465,no
82,1585572947612,1585572887514,dummy,advanced,A1,1,2020-03-30T12:55:47Z,2020-03-30T12:54:47Z,151,0.09800004959106445,no
82,1585573007657,1585572947553,dummy,advanced,A1,1,2020-03-30T12:56:47Z,2020-03-30T12:55:47Z,152,0.10400009155273437,no
82,1585573068238,1585573007613,dummy,advanced,A1,1,2020-03-30T12:57:48Z,2020-03-30T12:56:47Z,153,0.625,no
81,1585573128247,1585573068191,dummy,advanced,A1,1,2020-03-30T12:58:48Z,2020-03-30T12:57:48Z,154,0.0559999942779541,no
81,1585573188308,1585573128207,dummy,advanced,A1,1,2020-03-30T12:59:48Z,2020-03-30T12:58:48Z,155,0.10100007057189941,no
81,1585573248315,1585573188266,dummy,advanced,A1,1,2020-03-30T13:00:48Z,2020-03-30T12:59:48Z,156,0.04900002479553223,no
80,1585573308375,1585573248279,dummy,advanced,A1,1,2020-03-30T13:01:48Z,2020-03-30T13:00:48Z,157,0.09599995613098145,no
80,1585573368422,1585573308334,dummy,advanced,A1,1,2020-03-30T13:02:48Z,2020-03-30T13:01:48Z,158,0.08799982070922852,no
80,1585573428523,1585573368372,dummy,advanced,A1,1,2020-03-30T13:03:48Z,2020-03-30T13:02:48Z,159,0.1510000228881836,no
80,1585573488519,1585573428433,dummy,advanced,A1,1,2020-03-30T13:04:48Z,2020-03-30T13:03:48Z,160,0.08599996566772461,no
80,1585573549709,1585573488480,dummy,advanced,A1,1,2020-03-30T13:05:49Z,2020-03-30T13:04:48Z,161,1.2290000915527344,no
80,1585573610776,1585573549667,dummy,advanced,A1,1,2020-03-30T13:06:50Z,2020-03-30T13:05:49Z,162,1.1089999675750732,no
80,1585573670848,1585573610738,dummy,advanced,A1,1,2020-03-30T13:07:50Z,2020-03-30T13:06:50Z,163,0.1100001335144043,no
80,1585573730884,1585573670788,dummy,advanced,A1,1,2020-03-30T13:08:50Z,2020-03-30T13:07:50Z,164,0.09599995613098145,no
80,1585573790947,1585573730845,dummy,advanced,A1,1,2020-03-30T13:09:50Z,2020-03-30T13:08:50Z,165,0.10199999809265137,no
80,1585573850984,1585573790895,dummy,advanced,A1,1,2020-03-30T13:10:50Z,2020-03-30T13:09:50Z,166,0.08899998664855957,no
80,1585573911047,1585573850926,dummy,advanced,A1,1,2020-03-30T13:11:51Z,2020-03-30T13:10:50Z,167,0.12099981307983398,no
80,1585573971080,1585573910993,dummy,advanced,A1,1,2020-03-30T13:12:51Z,2020-03-30T13:11:50Z,168,0.08699989318847656,no
80,1585574031104,1585573971026,dummy,advanced,A1,1,2020-03-30T13:13:51Z,2020-03-30T13:12:51Z,169,0.07800006866455078,no
80,1585574091147,1585574031073,dummy,advanced,A1,1,2020-03-30T13:14:51Z,2020-03-30T13:13:51Z,170,0.07400012016296387,no
80,1585574151188,1585574091105,dummy,advanced,A1,1,2020-03-30T13:15:51Z,2020-03-30T13:14:51Z,171,0.08299994468688965,no
80,1585574211233,1585574151141,dummy,advanced,A1,1,2020-03-30T13:16:51Z,2020-03-30T13:15:51Z,172,0.09200000762939453,no
80,1585574271253,1585574211192,dummy,advanced,A1,1,2020-03-30T13:17:51Z,2020-03-30T13:16:51Z,173,0.06100010871887207,no
80,1585574331296,1585574271220,dummy,advanced,A1,1,2020-03-30T13:18:51Z,2020-03-30T13:17:51Z,174,0.07599997520446777,no
80,1585574391302,1585574331254,dummy,advanced,A1,1,2020-03-30T13:19:51Z,2020-03-30T13:18:51Z,175,0.04800009727478027,no
80,1585574451341,1585574391271,dummy,advanced,A1,1,2020-03-30T13:20:51Z,2020-03-30T13:19:51Z,176,0.07000017166137695,no
80,1585574511363,1585574451311,dummy,advanced,A1,1,2020-03-30T13:21:51Z,2020-03-30T13:20:51Z,177,0.051999807357788086,no
80,1585574571405,1585574511326,dummy,advanced,A1,1,2020-03-30T13:22:51Z,2020-03-30T13:21:51Z,178,0.07899999618530273,no
80,1585574631894,1585574571368,dummy,advanced,A1,1,2020-03-30T13:23:51Z,2020-03-30T13:22:51Z,179,0.5260000228881836,no
80,1585574692856,1585574631856,dummy,advanced,A1,1,2020-03-30T13:24:52Z,2020-03-30T13:23:51Z,180,1,no
80,1585574752857,1585574692811,dummy,advanced,A1,1,2020-03-30T13:25:52Z,2020-03-30T13:24:52Z,181,0.046000003814697266,no
80,1585574813669,1585574752824,dummy,advanced,A1,1,2020-03-30T13:26:53Z,2020-03-30T13:25:52Z,182,0.8450000286102295,no
80,1585574874511,1585574813633,dummy,advanced,A1,1,2020-03-30T13:27:54Z,2020-03-30T13:26:53Z,183,0.878000020980835,no
80,1585574935135,1585574874471,dummy,advanced,A1,1,2020-03-30T13:28:55Z,2020-03-30T13:27:54Z,184,0.6640000343322754,no
80,1585574995952,1585574935094,dummy,advanced,A1,1,2020-03-30T13:29:55Z,2020-03-30T13:28:55Z,185,0.8579998016357422,no
80,1585575056684,1585574995908,dummy,advanced,A1,1,2020-03-30T13:30:56Z,2020-03-30T13:29:55Z,186,0.7760000228881836,no
80,1585575116889,1585575056650,dummy,advanced,A1,1,2020-03-30T13:31:56Z,2020-03-30T13:30:56Z,187,0.2389998435974121,no
80,1585575177594,1585575116844,dummy,advanced,A1,1,2020-03-30T13:32:57Z,2020-03-30T13:31:56Z,188,0.75,no
80,1585575238416,1585575177556,dummy,advanced,A1,1,2020-03-30T13:33:58Z,2020-03-30T13:32:57Z,189,0.8599998950958252,no
80,1585575299370,1585575238379,dummy,advanced,A1,1,2020-03-30T13:34:59Z,2020-03-30T13:33:58Z,190,0.9909999370574951,no
80,1585575359414,1585575299322,dummy,advanced,A1,1,2020-03-30T13:35:59Z,2020-03-30T13:34:59Z,191,0.09200000762939453,no
80,1585575420514,1585575359374,dummy,advanced,A1,1,2020-03-30T13:37:00Z,2020-03-30T13:35:59Z,192,1.1399998664855957,no
80,1585575480580,1585575420478,dummy,advanced,A1,1,2020-03-30T13:38:00Z,2020-03-30T13:37:00Z,193,0.10199999809265137,no
80,1585575540628,1585575480543,dummy,advanced,A1,1,2020-03-30T13:39:00Z,2020-03-30T13:38:00Z,194,0.08500003814697266,no
80,1585575601172,1585575540569,dummy,advanced,A1,1,2020-03-30T13:40:01Z,2020-03-30T13:39:00Z,195,0.6029999256134033,no
80,1585575661201,1585575601124,dummy,advanced,A1,1,2020-03-30T13:41:01Z,2020-03-30T13:40:01Z,196,0.07699990272521973,no
80,1585575721312,1585575661151,dummy,advanced,A1,1,2020-03-30T13:42:01Z,2020-03-30T13:41:01Z,197,0.16100001335144043,no
80,1585575781356,1585575721272,dummy,advanced,A1,1,2020-03-30T13:43:01Z,2020-03-30T13:42:01Z,198,0.0839998722076416,no
80,1585575842521,1585575781313,dummy,advanced,A1,1,2020-03-30T13:44:02Z,2020-03-30T13:43:01Z,199,1.2079999446868896,no
